gene,log2FoldChange,stat,pvalue,padj,xiao
BACH2,0.0104791473234065,0.132102944777843,0.894902866731945,0.95269192447421,0.998837071208018
BAD,-0.144212268258573,-1.61843943002789,0.105567930271417,0.288453512005464,0.723071652802573
BAG1,0.0267947151038493,0.643563578691877,0.519858474275256,0.733290261600231,0.982623673361691
BAG2,0.338473873734111,5.07939090471578,3.78646885518584e-7,9.86982400648913e-6,0.00670502061452722
BAG3,0.3138651790411,4.10617727843627,4.02260804035008e-5,6.4097266525301e-4,0.041726122403559
BAG4,0.0271846371289495,0.328301339345904,0.74268383159803,0.87506841224109,0.991945594142547
BAG5,-0.00982212371172205,-0.169496923939117,0.865405791697672,0.939018301311918,0.998581153148954
BAG6,0.0125618849699608,0.324432657151858,0.745610498829932,0.87687146006091,0.996319225084596
BAHCC1,-0.221863833748835,-2.20146027553079,0.0277034559474699,0.117255895807076,0.451288857926006
BAHD1,0.182852468256526,1.70395319947835,0.0883898309530501,0.25864388084963,0.641722195416501
BAIAP2,0.356277755619084,2.27731318021639,0.0227675304275268,0.102287295237816,0.259865247992612
BAIAP2-AS1,-0.241828817041222,-0.861788390954999,0.388803974387984,0.624962997110889,0.795765413623541
BAIAP2L1,0.00624418039113067,0.0439242484792806,0.964964786459762,0.984263884343857,0.999777334410866
BAIAP2L2,-0.123526935807701,-0.439222157543967,0.660500571454567,0.828837691694802,0.950056619093927
BAIAP3,-0.332903105918273,-1.98276279592687,0.0473939315384342,0.171041578945525,0.362363116381158
BAK1,-0.0170909445063365,-0.169800651049557,0.865166914901146,0.938832843402665,0.997527731319832
BAMBI,-0.361864281084715,-1.37412308865931,0.169403472661191,0.387660920128267,0.525986412748829
BANF1,-2.9346893983134e-4,-0.00572859236564816,0.995429269595765,0.998247340263175,0.99999865555861
BANP,0.236455768834937,2.95123023522472,0.00316510891480725,0.0235515909864959,0.256420344079073
BAP1,-0.0385242120646423,-0.898542893159416,0.368896188364285,0.609095355832748,0.962310721155468
BARD1,0.174445718270654,1.85080099764536,0.0641981875097635,0.209668548569121,0.61940891613391
BASP1,0.690445222601373,2.12862620956681,0.0332851982830253,0.134219210239345,0.0954322943759729
BATF2,-0.482981825644316,-2.9887503677407,0.00280120893281749,0.0213773351224273,0.0584943973070845
BAX,0.0372789064878287,0.211220550670128,0.832715175376505,0.921865545943299,0.993198821784444
BAZ1A,0.306651273096832,3.68655302518689,2.2731209545655e-4,0.00279139253220643,0.076340265355214
BAZ1B,0.00195665859089214,0.0511106501823847,0.959237349467936,0.981546847114994,0.999918573567609
BAZ2A,0.0449021777464423,0.79202008942413,0.428348962496659,0.660156282562622,0.962646676422326
BAZ2B,-0.0236664305714046,-0.530998136713876,0.595420070361815,0.787189120614437,0.987804215678486
BBC3,-0.0532430287558109,-0.265788168949724,0.790402355403153,0.902021552206908,0.987554631554098
BBIP1,0.236828305939413,2.0604218412664,0.0393582306707011,0.150953347228133,0.464798431003399
BBOF1,0.12147451378438,0.591984086602735,0.553861244602959,0.757451823056674,0.930742956810909
BBS10,0.0239068999160284,0.180385782734652,0.856849714983041,0.933694495384975,0.996313369955444
BBS2,-0.0989286961580085,-2.05604362102467,0.039778311787436,0.152100021406983,0.726883547467063
BBS4,-0.0608873244750028,-0.781395120865063,0.434570139902979,0.666324803857897,0.95052257221474
BBS7,0.156897703156628,1.27746986437054,0.201436413110622,0.430835995527864,0.777715665955141
BBS9,-0.103622415336117,-1.30747004381731,0.19105312230711,0.417180589994124,0.842386611367176
BBX,-0.0408730073480508,-0.79789203803785,0.424933144184606,0.657238175874422,0.965624653865491
BCAM,-0.0350820533087892,-0.43025004987351,0.667013757891629,0.832035671807932,0.98589414487545
BCAP29,0.164163849657774,3.07163205644108,0.00212891970807127,0.0172802736586396,0.364233881634185
BCAP31,0.139297646934705,2.43516270787198,0.0148850947449031,0.07613387038165,0.556504394290438
BCAR1,0.335023117119683,3.92800903306206,8.56519946894576e-5,0.00122492992405265,0.0433883398156914
BCAR3,0.0344086685312508,0.349472033536691,0.726734962879512,0.866594592469956,0.98907707221864
BCAS2,0.0202594974343103,0.265944993809721,0.790281572376462,0.901999699623358,0.995242954360427
BCAS3,0.0562413082813684,1.51362785918302,0.130120251158617,0.329112279340223,0.891640112699033
BCAT1,0.238634997735223,1.12500814243417,0.26058558390614,0.501035570386972,0.725479795143977
BCAT2,-0.0982578189235318,-1.03312179378164,0.301546905539206,0.543492563603931,0.888878794703179
BCCIP,0.0140852743487077,0.237682192496714,0.812127596253346,0.912289570182476,0.997073176736562
BCDIN3D,0.00878595179319268,0.0512065468717483,0.959160935041549,0.981546847114994,0.999633724511161
BCDIN3D-AS1,-0.277594598264053,-1.4168235224133,0.156534530640775,0.370074425464302,0.597624137105104
BCHE,-0.0829089346673273,-0.381274345085775,0.702999688166382,0.852822329822495,0.971205678663449
BCKDHB,0.137910878136628,2.11763912968857,0.0342056416078358,0.136982254875327,0.627821424826565
BCKDK,-0.0712692326929456,-1.27885302854829,0.200948816038851,0.430337605576921,0.891931362166553
BCL10,0.517726537117613,4.11157512014462,3.92968972533992e-5,6.290691026138e-4,0.00523699740695306
BCL2,-0.0594163730727673,-0.868737249427598,0.384990862343722,0.6219914353033,0.944863271666589
BCL2L1,0.206220581273451,1.7664936786883,0.0773130611595502,0.237298364789866,0.589840868630409
BCL2L11,0.0662868675065516,0.767386072846787,0.442852006550214,0.673355059796357,0.947439728456968
BCL2L12,0.0638547450987143,0.516010022283878,0.60584740936655,0.79296412327694,0.968507216657419
BCL2L13,-0.0280979635740527,-0.900527663946783,0.36783951018703,0.608256679653211,0.972290147316781
BCL2L2,-0.105616867020562,-1.41345119668184,0.157523101340817,0.371298693912879,0.822670671398982
BCL3,1.1150133783316,6.3419498549019,2.2687516913678602e-10,1.03784121245851e-8,1.7643041016780898e-11
BCL6,-0.133131541527534,-1.71053671015345,0.0871666710709608,0.25670593921239,0.722648695958629
BCL6B,1.35558204551287,12.2646858415981,1.4015481335213898e-34,3.95150764583632e-32,1.2851376546569901e-46
BCL7A,-0.191381457818163,-2.56238711534017,0.0103955375511007,0.0588101356545686,0.417312389428555
BCL7B,-0.0451499584453857,-0.993050521346993,0.320685334575609,0.56390658531458,0.949947254413281
BCL7C,0.0597760424268628,0.75399729610861,0.450850845340906,0.679967732356399,0.953497272891798
BCL9,-0.340371286702141,-2.65189452723214,0.00800415408615135,0.048121299928629,0.193352048969055
BCL9L,0.155970988039201,1.92393430975608,0.0543628179813544,0.188084730882147,0.634956242521337
BCLAF1,0.00557818987922522,0.116576104788749,0.907195974207607,0.957807595237149,0.99945684980684
BCO2,-0.085536678510285,-0.880497882282476,0.37858965189726,0.616528209796996,0.920275701005572
BCOR,0.135870082492304,1.97932228165181,0.047779732486274,0.171895418914311,0.661528766912082
BCORL1,0.470997718075677,4.01719106971953,5.88959695794389e-5,8.9510211192513e-4,0.0101793479238979
BCR,0.215273658567075,2.20780405273433,0.0272579354417521,0.116122317551737,0.460471595217491
BCS1L,-0.148614059334649,-1.89193241691557,0.0584999859701449,0.197951300663419,0.655816007957715
BDH1,-0.0697745067773856,-0.630268135507774,0.528519167116271,0.738270201588603,0.956481776220753
BDNF-AS,-0.232777050564216,-1.11678061298223,0.264088140121171,0.504387591511219,0.733493743853967
BDP1,0.030599888602583,0.656123939304575,0.511744382575595,0.72801448308947,0.979708907766213
BECN1,-0.0752848122243193,-2.01748564017206,0.0436448580909208,0.161390180547664,0.789964577597767
BEGAIN,0.185259911652432,0.801623283026034,0.422770905235274,0.655287788154977,0.8525743494991
BEND3,0.167762940415952,1.30310373676518,0.192539348063705,0.418952763191066,0.758523232228924
BEND5,-0.36323075870424,-2.05338689913112,0.0400350688781991,0.152893884299047,0.310715867048447
BEND7,0.0053817943437283,0.0881727216489896,0.929739397826613,0.969674768536395,0.999608008021018
BEST1,0.0816909147774763,0.634934591450704,0.525471075346905,0.736544531850395,0.948792792852716
BEST3,0.0261603335517935,0.284287637380621,0.776189959416282,0.894483173951947,0.993393986603947
BET1,-0.267940241084409,-2.91445631116791,0.00356308676796673,0.0257987650416459,0.220818662468392
BET1L,-0.00990829834364622,-0.127735289696907,0.89835846170144,0.954238209165415,0.998938531775534
BEX3,0.160068950498205,1.3932508137793,0.163543958693613,0.379660525853179,0.748388836545894
